year;month;day;round;phase;player1_id;player1_score;player2_id;player2_score
2025;3;8;3;group;dani_gyulai_nagy;0;balint_bakos;2
2025;3;8;3;group;laci_ferenczi;2;mark_sipos;0
2025;3;8;3;group;berci_pusztai;1;akos_szvetnik;2
2025;3;8;3;group;dani_pusztai;1;tomi_csank;2
2025;3;8;3;group;balint_bakos;2;mate_vass;1
2025;3;8;3;group;akos_szvetnik;1;dani_gyulai_nagy;2
2025;3;8;3;group;tomi_csank;1;laci_ferenczi;2
2025;3;8;3;group;dani_pusztai;0;berci_pusztai;2
2025;3;8;3;group;mate_vass;2;mark_sipos;1
2025;3;8;3;group;balint_bakos;1;akos_szvetnik;2
2025;3;8;3;group;dani_gyulai_nagy;2;dani_pusztai;1
2025;3;8;3;group;laci_ferenczi;1;berci_pusztai;2
2025;3;8;3;group;akos_szvetnik;1;mate_vass;2
2025;3;8;3;group;tomi_csank;2;mark_sipos;0
2025;3;8;3;group;dani_pusztai;1;balint_bakos;2
2025;3;8;3;group;laci_ferenczi;2;dani_gyulai_nagy;0
2025;3;8;3;group;mate_vass;0;tomi_csank;2
2025;3;8;3;group;akos_szvetnik;2;dani_pusztai;0
2025;3;8;3;group;mark_sipos;2;berci_pusztai;1
2025;3;8;3;group;balint_bakos;2;laci_ferenczi;0
2025;3;8;3;group;dani_pusztai;1;mate_vass;2
2025;3;8;3;group;berci_pusztai;2;tomi_csank;0
2025;3;8;3;group;laci_ferenczi;1;akos_szvetnik;2
2025;3;8;3;group;dani_gyulai_nagy;2;mark_sipos;0
2025;3;8;3;group;mate_vass;0;berci_pusztai;2
2025;3;8;3;group;laci_ferenczi;2;dani_pusztai;0
2025;3;8;3;group;tomi_csank;2;dani_gyulai_nagy;0
2025;3;8;3;group;mark_sipos;0;balint_bakos;2
2025;3;8;3;group;laci_ferenczi;2;mate_vass;1
2025;3;8;3;group;dani_gyulai_nagy;0;berci_pusztai;2
2025;3;8;3;group;balint_bakos;2;tomi_csank;0
2025;3;8;3;group;mark_sipos;1;akos_szvetnik;2
2025;3;8;3;group;mate_vass;2;dani_gyulai_nagy;0
2025;3;8;3;group;berci_pusztai;2;balint_bakos;1
2025;3;8;3;group;dani_pusztai;2;mark_sipos;1
2025;3;8;3;group;tomi_csank;2;akos_szvetnik;0
2025;3;8;3;semi;berci_pusztai;3;tomi_csank;0
2025;3;8;3;semi;balint_bakos;2;laci_ferenczi;3
2025;3;8;3;final;berci_pusztai;1;laci_ferenczi;4
